text,char,word,index,index_num,line,id
I may be straight though they themselves be bevel;,50,9,CXXI,121,11,1813
"By their rank thoughts, my deeds must not be shown;",51,10,CXXI,121,12,1814
"Unless this general evil they maintain,",39,6,CXXI,121,13,1815
All men are bad and in their badness reign.,43,9,CXXI,121,14,1816
CXXII,5,1,CXXII,122,0,1817
"Thy gift, thy tables, are within my brain",41,8,CXXII,122,1,1818
"Full character'd with lasting memory,",37,5,CXXII,122,2,1819
"Which shall above that idle rank remain,",40,7,CXXII,122,3,1820
Beyond all date; even to eternity:,34,6,CXXII,122,4,1821
"Or, at the least, so long as brain and heart",44,10,CXXII,122,5,1822
Have faculty by nature to subsist;,34,6,CXXII,122,6,1823
Till each to raz'd oblivion yield his part,42,8,CXXII,122,7,1824
"Of thee, thy record never can be miss'd.",40,8,CXXII,122,8,1825
"That poor retention could not so much hold,",43,8,CXXII,122,9,1826
Nor need I tallies thy dear love to score;,42,9,CXXII,122,10,1827
"Therefore to give them from me was I bold,",42,9,CXXII,122,11,1828
To trust those tables that receive thee more:,45,8,CXXII,122,12,1829
To keep an adjunct to remember thee,35,7,CXXII,122,13,1830
Were to import forgetfulness in me.,35,6,CXXII,122,14,1831
CXXIII,6,1,CXXIII,123,0,1832
"No, Time, thou shalt not boast that I do change:",48,10,CXXIII,123,1,1833
Thy pyramids built up with newer might,38,7,CXXIII,123,2,1834
"To me are nothing novel, nothing strange;",41,7,CXXIII,123,3,1835
They are but dressings of a former sight.,41,8,CXXIII,123,4,1836
"Our dates are brief, and therefore we admire",44,8,CXXIII,123,5,1837
What thou dost foist upon us that is old;,41,9,CXXIII,123,6,1838
And rather make them born to our desire,39,8,CXXIII,123,7,1839
Than think that we before have heard them told.,47,9,CXXIII,123,8,1840
"Thy registers and thee I both defy,",35,7,CXXIII,123,9,1841
"Not wondering at the present nor the past,",42,8,CXXIII,123,10,1842
"For thy records and what we see doth lie,",41,9,CXXIII,123,11,1843
Made more or less by thy continual haste.,41,8,CXXIII,123,12,1844
This I do vow and this shall ever be;,37,9,CXXIII,123,13,1845
I will be true despite thy scythe and thee.,43,9,CXXIII,123,14,1846
CXXIV,5,1,CXXIV,124,0,1847
"If my dear love were but the child of state,",44,10,CXXIV,124,1,1848
"It might for Fortune's bastard be unfather'd,",45,7,CXXIV,124,2,1849
"As subject to Time's love or to Time's hate,",44,9,CXXIV,124,3,1850
"Weeds among weeds, or flowers with flowers gather'd.",52,8,CXXIV,124,4,1851
"No, it was builded far from accident;",37,7,CXXIV,124,5,1852
"It suffers not in smiling pomp, nor falls",41,8,CXXIV,124,6,1853
"Under the blow of thralled discontent,",38,6,CXXIV,124,7,1854
Whereto th' inviting time our fashion calls:,44,7,CXXIV,124,8,1855
"It fears not policy, that heretic,",34,6,CXXIV,124,9,1856
"Which works on leases of short-number'd hours,",46,7,CXXIV,124,10,1857
"But all alone stands hugely politic,",36,6,CXXIV,124,11,1858
"That it nor grows with heat, nor drowns with showers.",53,10,CXXIV,124,12,1859
"To this I witness call the fools of time,",41,9,CXXIV,124,13,1860
"Which die for goodness, who have lived for crime.",49,9,CXXIV,124,14,1861
CXXV,4,1,CXXV,125,0,1862
"Were't aught to me I bore the canopy,",37,8,CXXV,125,1,1863
"With my extern the outward honouring,",37,6,CXXV,125,2,1864
"Or laid great bases for eternity,",33,6,CXXV,125,3,1865
Which proves more short than waste or ruining?,46,8,CXXV,125,4,1866
Have I not seen dwellers on form and favour,43,9,CXXV,125,5,1867
Lose all and more by paying too much rent,41,9,CXXV,125,6,1868
"For compound sweet; forgoing simple savour,",43,6,CXXV,125,7,1869
"Pitiful thrivers, in their gazing spent?",40,6,CXXV,125,8,1870
"No; let me be obsequious in thy heart,",38,8,CXXV,125,9,1871
"And take thou my oblation, poor but free,",41,8,CXXV,125,10,1872
"Which is not mix'd with seconds, knows no art,",46,9,CXXV,125,11,1873
"But mutual render, only me for thee.",36,7,CXXV,125,12,1874
"Hence, thou suborned informer! a true soul",42,7,CXXV,125,13,1875
"When most impeach'd, stands least in thy control.",49,8,CXXV,125,14,1876
CXXVI,5,1,CXXVI,126,0,1877
"O thou, my lovely boy, who in thy power",39,9,CXXVI,126,1,1878
"Dost hold Time's fickle glass, his fickle hour;",47,8,CXXVI,126,2,1879
"Who hast by waning grown, and therein show'st",45,8,CXXVI,126,3,1880
"Thy lovers withering, as thy sweet self grow'st.",48,8,CXXVI,126,4,1881
"If Nature, sovereign mistress over wrack,",41,6,CXXVI,126,5,1882
"As thou goest onwards, still will pluck thee back,",50,9,CXXVI,126,6,1883
"She keeps thee to this purpose, that her skill",46,9,CXXVI,126,7,1884
May time disgrace and wretched minutes kill.,44,7,CXXVI,126,8,1885
"Yet fear her, O thou minion of her pleasure!",44,9,CXXVI,126,9,1886
"She may detain, but not still keep, her treasure:",49,9,CXXVI,126,10,1887
"Her audit (though delayed) answered must be,",44,7,CXXVI,126,11,1888
And her quietus is to render thee.,34,7,CXXVI,126,12,1889
CXXVII,6,1,CXXVII,127,0,1890
"In the old age black was not counted fair,",42,9,CXXVII,127,1,1891
"Or if it were, it bore not beauty's name;",41,9,CXXVII,127,2,1892
"But now is black beauty's successive heir,",42,7,CXXVII,127,3,1893
And beauty slander'd with a bastard shame:,42,7,CXXVII,127,4,1894
"For since each hand hath put on Nature's power,",47,9,CXXVII,127,5,1895
"Fairing the foul with Art's false borrowed face,",48,8,CXXVII,127,6,1896
"Sweet beauty hath no name, no holy bower,",41,8,CXXVII,127,7,1897
"But is profan'd, if not lives in disgrace.",42,8,CXXVII,127,8,1898
"Therefore my mistress' eyes are raven black,",44,7,CXXVII,127,9,1899
"Her eyes so suited, and they mourners seem",42,8,CXXVII,127,10,1900
"At such who, not born fair, no beauty lack,",43,9,CXXVII,127,11,1901
Sland'ring creation with a false esteem:,40,6,CXXVII,127,12,1902
"Yet so they mourn becoming of their woe,",40,8,CXXVII,127,13,1903
That every tongue says beauty should look so.,45,8,CXXVII,127,14,1904
CXXVIII,7,1,CXXVIII,128,0,1905
"How oft when thou, my music, music play'st,",43,8,CXXVIII,128,1,1906
Upon that blessed wood whose motion sounds,42,7,CXXVIII,128,2,1907
With thy sweet fingers when thou gently sway'st,47,8,CXXVIII,128,3,1908
"The wiry concord that mine ear confounds,",41,7,CXXVIII,128,4,1909
"Do I envy those jacks that nimble leap,",39,8,CXXVIII,128,5,1910
"To kiss the tender inward of thy hand,",38,8,CXXVIII,128,6,1911
"Whilst my poor lips which should that harvest reap,",51,9,CXXVIII,128,7,1912
At the wood's boldness by thee blushing stand!,46,8,CXXVIII,128,8,1913
"To be so tickled, they would change their state",47,9,CXXVIII,128,9,1914
"And situation with those dancing chips,",39,6,CXXVIII,128,10,1915
"O'er whom thy fingers walk with gentle gait,",44,8,CXXVIII,128,11,1916
Making dead wood more bless'd than living lips.,47,8,CXXVIII,128,12,1917
"Since saucy jacks so happy are in this,",39,8,CXXVIII,128,13,1918
"Give them thy fingers, me thy lips to kiss.",43,9,CXXVIII,128,14,1919
CXXIX,5,1,CXXIX,129,0,1920
The expense of spirit in a waste of shame,41,9,CXXIX,129,1,1921
"Is lust in action: and till action, lust",40,8,CXXIX,129,2,1922
"Is perjur'd, murderous, bloody, full of blame,",46,7,CXXIX,129,3,1923
"Savage, extreme, rude, cruel, not to trust;",43,7,CXXIX,129,4,1924
Enjoy'd no sooner but despised straight;,40,6,CXXIX,129,5,1925
"Past reason hunted; and no sooner had,",38,7,CXXIX,129,6,1926
"Past reason hated, as a swallow'd bait,",39,7,CXXIX,129,7,1927
On purpose laid to make the taker mad:,38,8,CXXIX,129,8,1928
Mad in pursuit and in possession so;,36,7,CXXIX,129,9,1929
"Had, having, and in quest, to have extreme;",43,8,CXXIX,129,10,1930
"A bliss in proof,-- and prov'd, a very woe;",43,9,CXXIX,129,11,1931
"Before, a joy propos'd; behind a dream.",39,7,CXXIX,129,12,1932
All this the world well knows; yet none knows well,50,10,CXXIX,129,13,1933
To shun the heaven that leads men to this hell.,47,10,CXXIX,129,14,1934
CXXX,4,1,CXXX,130,0,1935
My mistress' eyes are nothing like the sun;,43,8,CXXX,130,1,1936
"Coral is far more red, than her lips red:",41,9,CXXX,130,2,1937
"If snow be white, why then her breasts are dun;",47,10,CXXX,130,3,1938
"If hairs be wires, black wires grow on her head.",48,10,CXXX,130,4,1939
"I have seen roses damask'd, red and white,",42,8,CXXX,130,5,1940
But no such roses see I in her cheeks;,38,9,CXXX,130,6,1941
And in some perfumes is there more delight,42,8,CXXX,130,7,1942
Than in the breath that from my mistress reeks.,47,9,CXXX,130,8,1943
"I love to hear her speak, yet well I know",41,10,CXXX,130,9,1944
That music hath a far more pleasing sound:,42,8,CXXX,130,10,1945
"I grant I never saw a goddess go,--",35,8,CXXX,130,11,1946
"My mistress, when she walks, treads on the ground:",50,9,CXXX,130,12,1947
"And yet by heaven, I think my love as rare,",43,10,CXXX,130,13,1948
As any she belied with false compare.,37,7,CXXX,130,14,1949
CXXXI,5,1,CXXXI,131,0,1950
"Thou art as tyrannous, so as thou art,",38,8,CXXXI,131,1,1951
As those whose beauties proudly make them cruel;,48,8,CXXXI,131,2,1952
For well thou know'st to my dear doting heart,45,9,CXXXI,131,3,1953
Thou art the fairest and most precious jewel.,45,8,CXXXI,131,4,1954
"Yet, in good faith, some say that thee behold,",46,9,CXXXI,131,5,1955
Thy face hath not the power to make love groan;,47,10,CXXXI,131,6,1956
"To say they err I dare not be so bold,",38,10,CXXXI,131,7,1957
Although I swear it to myself alone.,36,7,CXXXI,131,8,1958
"And to be sure that is not false I swear,",41,10,CXXXI,131,9,1959
"A thousand groans, but thinking on thy face,",44,8,CXXXI,131,10,1960
"One on another's neck, do witness bear",38,7,CXXXI,131,11,1961
Thy black is fairest in my judgment's place.,44,8,CXXXI,131,12,1962
"In nothing art thou black save in thy deeds,",44,9,CXXXI,131,13,1963
"And thence this slander, as I think, proceeds.",46,8,CXXXI,131,14,1964
CXXXII,6,1,CXXXII,132,0,1965
"Thine eyes I love, and they, as pitying me,",43,9,CXXXII,132,1,1966
"Knowing thy heart torment me with disdain,",42,7,CXXXII,132,2,1967
"Have put on black and loving mourners be,",41,8,CXXXII,132,3,1968
Looking with pretty ruth upon my pain.,38,7,CXXXII,132,4,1969
And truly not the morning sun of heaven,39,8,CXXXII,132,5,1970
"Better becomes the grey cheeks of the east,",43,8,CXXXII,132,6,1971
"Nor that full star that ushers in the even,",43,9,CXXXII,132,7,1972
"Doth half that glory to the sober west,",39,8,CXXXII,132,8,1973
As those two mourning eyes become thy face:,43,8,CXXXII,132,9,1974
O! let it then as well beseem thy heart,39,9,CXXXII,132,10,1975
"To mourn for me since mourning doth thee grace,",47,9,CXXXII,132,11,1976
And suit thy pity like in every part.,37,8,CXXXII,132,12,1977
"Then will I swear beauty herself is black,",42,8,CXXXII,132,13,1978
And all they foul that thy complexion lack.,43,8,CXXXII,132,14,1979
CXXXIII,7,1,CXXXIII,133,0,1980
Beshrew that heart that makes my heart to groan,47,9,CXXXIII,133,1,1981
For that deep wound it gives my friend and me!,46,10,CXXXIII,133,2,1982
"Is't not enough to torture me alone,",36,7,CXXXIII,133,3,1983
But slave to slavery my sweet'st friend must be?,48,9,CXXXIII,133,4,1984
"Me from myself thy cruel eye hath taken,",40,8,CXXXIII,133,5,1985
And my next self thou harder hast engross'd:,44,8,CXXXIII,133,6,1986
"Of him, myself, and thee I am forsaken;",39,8,CXXXIII,133,7,1987
A torment thrice three-fold thus to be cross'd:,47,8,CXXXIII,133,8,1988
"Prison my heart in thy steel bosom's ward,",42,8,CXXXIII,133,9,1989
But then my friend's heart let my poor heart bail;,50,10,CXXXIII,133,10,1990
"Whoe'er keeps me, let my heart be his guard;",44,9,CXXXIII,133,11,1991
Thou canst not then use rigour in my jail:,42,9,CXXXIII,133,12,1992
"And yet thou wilt; for I, being pent in thee,",45,10,CXXXIII,133,13,1993
"Perforce am thine, and all that is in me.",41,9,CXXXIII,133,14,1994
CXXXIV,6,1,CXXXIV,134,0,1995
"So, now I have confess'd that he is thine,",42,9,CXXXIV,134,1,1996
"And I my self am mortgag'd to thy will,",39,9,CXXXIV,134,2,1997
"Myself I'll forfeit, so that other mine",39,7,CXXXIV,134,3,1998
Thou wilt restore to be my comfort still:,41,8,CXXXIV,134,4,1999
"But thou wilt not, nor he will not be free,",43,10,CXXXIV,134,5,2000
"For thou art covetous, and he is kind;",38,8,CXXXIV,134,6,2001
"He learn'd but surety-like to write for me,",43,8,CXXXIV,134,7,2002
Under that bond that him as fast doth bind.,43,9,CXXXIV,134,8,2003
"The statute of thy beauty thou wilt take,",41,8,CXXXIV,134,9,2004
"Thou usurer, that putt'st forth all to use,",43,8,CXXXIV,134,10,2005
And sue a friend came debtor for my sake;,41,9,CXXXIV,134,11,2006
So him I lose through my unkind abuse.,38,8,CXXXIV,134,12,2007
Him have I lost; thou hast both him and me:,43,10,CXXXIV,134,13,2008
"He pays the whole, and yet am I not free.",41,10,CXXXIV,134,14,2009
CXXXV,5,1,CXXXV,135,0,2010
"Whoever hath her wish, thou hast thy 'Will,'",44,8,CXXXV,135,1,2011
"And 'Will' to boot, and 'Will' in over-plus;",44,8,CXXXV,135,2,2012
"More than enough am I that vex'd thee still,",44,9,CXXXV,135,3,2013
To thy sweet will making addition thus.,39,7,CXXXV,135,4,2014
"Wilt thou, whose will is large and spacious,",44,8,CXXXV,135,5,2015
Not once vouchsafe to hide my will in thine?,44,9,CXXXV,135,6,2016
"Shall will in others seem right gracious,",41,7,CXXXV,135,7,2017
And in my will no fair acceptance shine?,40,8,CXXXV,135,8,2018
"The sea, all water, yet receives rain still,",44,8,CXXXV,135,9,2019
And in abundance addeth to his store;,37,7,CXXXV,135,10,2020
"So thou, being rich in 'Will,' add to thy 'Will'",48,10,CXXXV,135,11,2021
"One will of mine, to make thy large will more.",46,10,CXXXV,135,12,2022
Let no unkind 'No' fair beseechers kill;,40,7,CXXXV,135,13,2023
"Think all but one, and me in that one 'Will.'",45,10,CXXXV,135,14,2024
CXXXVI,6,1,CXXXVI,136,0,2025
"If thy soul check thee that I come so near,",43,10,CXXXVI,136,1,2026
"Swear to thy blind soul that I was thy 'Will',",46,10,CXXXVI,136,2,2027
"And will, thy soul knows, is admitted there;",44,8,CXXXVI,136,3,2028
"Thus far for love, my love-suit, sweet, fulfil.",47,8,CXXXVI,136,4,2029
"'Will', will fulfil the treasure of thy love,",45,8,CXXXVI,136,5,2030
"Ay, fill it full with wills, and my will one.",45,10,CXXXVI,136,6,2031
In things of great receipt with ease we prove,45,9,CXXXVI,136,7,2032
Among a number one is reckon'd none:,36,7,CXXXVI,136,8,2033
"Then in the number let me pass untold,",38,8,CXXXVI,136,9,2034
Though in thy store's account I one must be;,44,9,CXXXVI,136,10,2035
"For nothing hold me, so it please thee hold",43,9,CXXXVI,136,11,2036
"That nothing me, a something sweet to thee:",43,8,CXXXVI,136,12,2037
"Make but my name thy love, and love that still,",47,10,CXXXVI,136,13,2038
And then thou lov'st me for my name is 'Will.',46,10,CXXXVI,136,14,2039
CXXXVII,7,1,CXXXVII,137,0,2040
"Thou blind fool, Love, what dost thou to mine eyes,",51,10,CXXXVII,137,1,2041
"That they behold, and see not what they see?",44,9,CXXXVII,137,2,2042
"They know what beauty is, see where it lies,",44,9,CXXXVII,137,3,2043
Yet what the best is take the worst to be.,42,10,CXXXVII,137,4,2044
"If eyes, corrupt by over-partial looks,",39,6,CXXXVII,137,5,2045
"Be anchor'd in the bay where all men ride,",42,9,CXXXVII,137,6,2046
"Why of eyes' falsehood hast thou forged hooks,",46,8,CXXXVII,137,7,2047
Whereto the judgment of my heart is tied?,41,8,CXXXVII,137,8,2048
"Why should my heart think that a several plot,",46,9,CXXXVII,137,9,2049
Which my heart knows the wide world's common place?,51,9,CXXXVII,137,10,2050
"Or mine eyes, seeing this, say this is not,",43,9,CXXXVII,137,11,2051
To put fair truth upon so foul a face?,38,9,CXXXVII,137,12,2052
"In things right true my heart and eyes have err'd,",50,10,CXXXVII,137,13,2053
And to this false plague are they now transferr'd.,50,9,CXXXVII,137,14,2054
CXXXVIII,8,1,CXXXVIII,138,0,2055
"When my love swears that she is made of truth,",46,10,CXXXVIII,138,1,2056
"I do believe her though I know she lies,",40,9,CXXXVIII,138,2,2057
"That she might think me some untutor'd youth,",45,8,CXXXVIII,138,3,2058
Unlearned in the world's false subtleties.,42,6,CXXXVIII,138,4,2059
"Thus vainly thinking that she thinks me young,",46,8,CXXXVIII,138,5,2060
"Although she knows my days are past the best,",45,9,CXXXVIII,138,6,2061
Simply I credit her false-speaking tongue:,42,6,CXXXVIII,138,7,2062
On both sides thus is simple truth suppressed:,46,8,CXXXVIII,138,8,2063
But wherefore says she not she is unjust?,41,8,CXXXVIII,138,9,2064
And wherefore say not I that I am old?,38,9,CXXXVIII,138,10,2065
"O! love's best habit is in seeming trust,",41,8,CXXXVIII,138,11,2066
"And age in love, loves not to have years told:",46,10,CXXXVIII,138,12,2067
"Therefore I lie with her, and she with me,",42,9,CXXXVIII,138,13,2068
And in our faults by lies we flatter'd be.,42,9,CXXXVIII,138,14,2069
CXXXIX,6,1,CXXXIX,139,0,2070
O! call not me to justify the wrong,35,8,CXXXIX,139,1,2071
That thy unkindness lays upon my heart;,39,7,CXXXIX,139,2,2072
"Wound me not with thine eye, but with thy tongue:",49,10,CXXXIX,139,3,2073
"Use power with power, and slay me not by art,",45,10,CXXXIX,139,4,2074
"Tell me thou lov'st elsewhere; but in my sight,",47,9,CXXXIX,139,5,2075
"Dear heart, forbear to glance thine eye aside:",46,8,CXXXIX,139,6,2076
"What need'st thou wound with cunning, when thy might",52,9,CXXXIX,139,7,2077
Is more than my o'erpress'd defence can bide?,45,8,CXXXIX,139,8,2078
Let me excuse thee: ah! my love well knows,42,9,CXXXIX,139,9,2079
Her pretty looks have been mine enemies;,40,7,CXXXIX,139,10,2080
"And therefore from my face she turns my foes,",45,9,CXXXIX,139,11,2081
That they elsewhere might dart their injuries:,46,7,CXXXIX,139,12,2082
"Yet do not so; but since I am near slain,",41,10,CXXXIX,139,13,2083
"Kill me outright with looks, and rid my pain.",45,9,CXXXIX,139,14,2084
CXL,3,1,CXL,140,0,2085
Be wise as thou art cruel; do not press,39,9,CXL,140,1,2086
My tongue-tied patience with too much disdain;,46,7,CXL,140,2,2087
"Lest sorrow lend me words, and words express",44,8,CXL,140,3,2088
The manner of my pity-wanting pain.,35,6,CXL,140,4,2089
"If I might teach thee wit, better it were,",42,9,CXL,140,5,2090
"Though not to love, yet, love to tell me so;--",46,10,CXL,140,6,2091
"As testy sick men, when their deaths be near,",45,9,CXL,140,7,2092
No news but health from their physicians know;--,48,8,CXL,140,8,2093
"For, if I should despair, I should grow mad,",44,9,CXL,140,9,2094
And in my madness might speak ill of thee;,42,9,CXL,140,10,2095
"Now this ill-wresting world is grown so bad,",44,8,CXL,140,11,2096
Mad slanderers by mad ears believed be.,39,7,CXL,140,12,2097
"That I may not be so, nor thou belied,",38,9,CXL,140,13,2098
"Bear thine eyes straight, though thy proud heart go wide.",57,10,CXL,140,14,2099
CXLI,4,1,CXLI,141,0,2100
"In faith I do not love thee with mine eyes,",43,10,CXLI,141,1,2101
For they in thee a thousand errors note;,40,8,CXLI,141,2,2102
"But 'tis my heart that loves what they despise,",47,9,CXLI,141,3,2103
"Who, in despite of view, is pleased to dote.",44,9,CXLI,141,4,2104
Nor are mine ears with thy tongue's tune delighted;,51,9,CXLI,141,5,2105
"Nor tender feeling, to base touches prone,",42,7,CXLI,141,6,2106
"Nor taste, nor smell, desire to be invited",42,8,CXLI,141,7,2107
To any sensual feast with thee alone:,37,7,CXLI,141,8,2108
But my five wits nor my five senses can,39,9,CXLI,141,9,2109
"Dissuade one foolish heart from serving thee,",45,7,CXLI,141,10,2110
"Who leaves unsway'd the likeness of a man,",42,8,CXLI,141,11,2111
Thy proud heart's slave and vassal wretch to be:,48,9,CXLI,141,12,2112
"Only my plague thus far I count my gain,",40,9,CXLI,141,13,2113
That she that makes me sin awards me pain.,42,9,CXLI,141,14,2114
CXLII,5,1,CXLII,142,0,2115
"Love is my sin, and thy dear virtue hate,",41,9,CXLII,142,1,2116
"Hate of my sin, grounded on sinful loving:",42,8,CXLII,142,2,2117
"O! but with mine compare thou thine own state,",46,9,CXLII,142,3,2118
And thou shalt find it merits not reproving;,44,8,CXLII,142,4,2119
"Or, if it do, not from those lips of thine,",43,10,CXLII,142,5,2120
That have profan'd their scarlet ornaments,42,6,CXLII,142,6,2121
"And seal'd false bonds of love as oft as mine,",46,10,CXLII,142,7,2122
Robb'd others' beds' revenues of their rents.,45,7,CXLII,142,8,2123
"Be it lawful I love thee, as thou lov'st those",46,10,CXLII,142,9,2124
Whom thine eyes woo as mine importune thee:,43,8,CXLII,142,10,2125
"Root pity in thy heart, that, when it grows,",44,9,CXLII,142,11,2126
Thy pity may deserve to pitied be.,34,7,CXLII,142,12,2127
"If thou dost seek to have what thou dost hide,",46,10,CXLII,142,13,2128
By self-example mayst thou be denied!,37,6,CXLII,142,14,2129
CXLIII,6,1,CXLIII,143,0,2130
"Lo, as a careful housewife runs to catch",40,8,CXLIII,143,1,2131
"One of her feather'd creatures broke away,",42,7,CXLIII,143,2,2132
"Sets down her babe, and makes all swift dispatch",48,9,CXLIII,143,3,2133
In pursuit of the thing she would have stay;,44,9,CXLIII,143,4,2134
"Whilst her neglected child holds her in chase,",46,8,CXLIII,143,5,2135
Cries to catch her whose busy care is bent,42,9,CXLIII,143,6,2136
"To follow that which flies before her face,",43,8,CXLIII,143,7,2137
Not prizing her poor infant's discontent;,41,6,CXLIII,143,8,2138
"So runn'st thou after that which flies from thee,",49,9,CXLIII,143,9,2139
Whilst I thy babe chase thee afar behind;,41,8,CXLIII,143,10,2140
"But if thou catch thy hope, turn back to me,",44,10,CXLIII,143,11,2141
"And play the mother's part, kiss me, be kind;",45,9,CXLIII,143,12,2142
"So will I pray that thou mayst have thy 'Will,'",47,10,CXLIII,143,13,2143
If thou turn back and my loud crying still.,43,9,CXLIII,143,14,2144
CXLIV,5,1,CXLIV,144,0,2145
"Two loves I have of comfort and despair,",40,8,CXLIV,144,1,2146
Which like two spirits do suggest me still:,43,8,CXLIV,144,2,2147
"The better angel is a man right fair,",37,8,CXLIV,144,3,2148
The worser spirit a woman colour'd ill.,39,7,CXLIV,144,4,2149
"To win me soon to hell, my female evil,",39,9,CXLIV,144,5,2150
"Tempteth my better angel from my side,",38,7,CXLIV,144,6,2151
"And would corrupt my saint to be a devil,",41,9,CXLIV,144,7,2152
Wooing his purity with her foul pride.,38,7,CXLIV,144,8,2153
"And whether that my angel be turn'd fiend,",42,8,CXLIV,144,9,2154
"Suspect I may, yet not directly tell;",37,7,CXLIV,144,10,2155
"But being both from me, both to each friend,",44,9,CXLIV,144,11,2156
I guess one angel in another's hell:,36,7,CXLIV,144,12,2157
"Yet this shall I ne'er know, but live in doubt,",47,10,CXLIV,144,13,2158
Till my bad angel fire my good one out.,39,9,CXLIV,144,14,2159
CXLV,4,1,CXLV,145,0,2160
"Those lips that Love's own hand did make,",41,8,CXLV,145,1,2161
"Breathed forth the sound that said 'I hate',",44,8,CXLV,145,2,2162
To me that languish'd for her sake:,35,7,CXLV,145,3,2163
"But when she saw my woeful state,",33,7,CXLV,145,4,2164
"Straight in her heart did mercy come,",37,7,CXLV,145,5,2165
Chiding that tongue that ever sweet,35,6,CXLV,145,6,2166
Was us'd in giving gentle doom;,31,6,CXLV,145,7,2167
And taught it thus anew to greet;,33,7,CXLV,145,8,2168
"'I hate' she alter'd with an end,",33,7,CXLV,145,9,2169
"That followed it as gentle day,",31,6,CXLV,145,10,2170
"Doth follow night, who like a fiend",35,7,CXLV,145,11,2171
From heaven to hell is flown away.,34,7,CXLV,145,12,2172
"'I hate', from hate away she threw,",35,7,CXLV,145,13,2173
"And sav'd my life, saying 'not you'.",36,7,CXLV,145,14,2174
CXLVI,5,1,CXLVI,146,0,2175
"Poor soul, the centre of my sinful earth,",41,8,CXLVI,146,1,2176
"My sinful earth these rebel powers array,",41,7,CXLVI,146,2,2177
"Why dost thou pine within and suffer dearth,",44,8,CXLVI,146,3,2178
Painting thy outward walls so costly gay?,41,7,CXLVI,146,4,2179
"Why so large cost, having so short a lease,",43,9,CXLVI,146,5,2180
Dost thou upon thy fading mansion spend?,40,7,CXLVI,146,6,2181
"Shall worms, inheritors of this excess,",39,6,CXLVI,146,7,2182
Eat up thy charge? Is this thy body's end?,42,9,CXLVI,146,8,2183
"Then soul, live thou upon thy servant's loss,",45,8,CXLVI,146,9,2184
And let that pine to aggravate thy store;,41,8,CXLVI,146,10,2185
Buy terms divine in selling hours of dross;,43,8,CXLVI,146,11,2186
"Within be fed, without be rich no more:",39,8,CXLVI,146,12,2187
"So shall thou feed on Death, that feeds on men,",47,10,CXLVI,146,13,2188
"And Death once dead, there's no more dying then.",48,9,CXLVI,146,14,2189
CXLVII,6,1,CXLVII,147,0,2190
"My love is as a fever longing still,",36,8,CXLVII,147,1,2191
For that which longer nurseth the disease;,42,7,CXLVII,147,2,2192
"Feeding on that which doth preserve the ill,",44,8,CXLVII,147,3,2193
The uncertain sickly appetite to please.,40,6,CXLVII,147,4,2194
"My reason, the physician to my love,",36,7,CXLVII,147,5,2195
"Angry that his prescriptions are not kept,",42,7,CXLVII,147,6,2196
"Hath left me, and I desperate now approve",41,8,CXLVII,147,7,2197
"Desire is death, which physic did except.",41,7,CXLVII,147,8,2198
"Past cure I am, now Reason is past care,",40,9,CXLVII,147,9,2199
And frantic-mad with evermore unrest;,37,5,CXLVII,147,10,2200
"My thoughts and my discourse as madmen's are,",45,8,CXLVII,147,11,2201
At random from the truth vainly express'd;,42,7,CXLVII,147,12,2202
"For I have sworn thee fair, and thought thee bright,",52,10,CXLVII,147,13,2203
"Who art as black as hell, as dark as night.",43,10,CXLVII,147,14,2204
CXLVIII,7,1,CXLVIII,148,0,2205
"O me! what eyes hath Love put in my head,",41,10,CXLVIII,148,1,2206
Which have no correspondence with true sight;,45,7,CXLVIII,148,2,2207
"Or, if they have, where is my judgment fled,",44,9,CXLVIII,148,3,2208
That censures falsely what they see aright?,43,7,CXLVIII,148,4,2209
"If that be fair whereon my false eyes dote,",43,9,CXLVIII,148,5,2210
What means the world to say it is not so?,41,10,CXLVIII,148,6,2211
"If it be not, then love doth well denote",40,9,CXLVIII,148,7,2212
"Love's eye is not so true as all men's: no,",43,10,CXLVIII,148,8,2213
"How can it? O! how can Love's eye be true,",42,10,CXLVIII,148,9,2214
That is so vexed with watching and with tears?,46,9,CXLVIII,148,10,2215
"No marvel then, though I mistake my view;",41,8,CXLVIII,148,11,2216
"The sun itself sees not, till heaven clears.",44,8,CXLVIII,148,12,2217
"O cunning Love! with tears thou keep'st me blind,",49,9,CXLVIII,148,13,2218
Lest eyes well-seeing thy foul faults should find.,50,8,CXLVIII,148,14,2219
CXLIX,5,1,CXLIX,149,0,2220
"Canst thou, O cruel! say I love thee not,",41,9,CXLIX,149,1,2221
When I against myself with thee partake?,40,7,CXLIX,149,2,2222
"Do I not think on thee, when I forgot",37,9,CXLIX,149,3,2223
"Am of my self, all tyrant, for thy sake?",40,9,CXLIX,149,4,2224
"Who hateth thee that I do call my friend,",41,9,CXLIX,149,5,2225
"On whom frown'st thou that I do fawn upon,",42,9,CXLIX,149,6,2226
"Nay, if thou lour'st on me, do I not spend",42,10,CXLIX,149,7,2227
Revenge upon myself with present moan?,38,6,CXLIX,149,8,2228
"What merit do I in my self respect,",35,8,CXLIX,149,9,2229
"That is so proud thy service to despise,",40,8,CXLIX,149,10,2230
"When all my best doth worship thy defect,",41,8,CXLIX,149,11,2231
Commanded by the motion of thine eyes?,38,7,CXLIX,149,12,2232
