text,char,word,index,index_num,line
"In nothing art thou black save in thy deeds,",44,9,CXXXI,131,13
"And thence this slander, as I think, proceeds.",46,8,CXXXI,131,14
CXXXII,6,1,CXXXII,132,0
"Thine eyes I love, and they, as pitying me,",43,9,CXXXII,132,1
"Knowing thy heart torment me with disdain,",42,7,CXXXII,132,2
"Have put on black and loving mourners be,",41,8,CXXXII,132,3
Looking with pretty ruth upon my pain.,38,7,CXXXII,132,4
And truly not the morning sun of heaven,39,8,CXXXII,132,5
"Better becomes the grey cheeks of the east,",43,8,CXXXII,132,6
"Nor that full star that ushers in the even,",43,9,CXXXII,132,7
"Doth half that glory to the sober west,",39,8,CXXXII,132,8
As those two mourning eyes become thy face:,43,8,CXXXII,132,9
O! let it then as well beseem thy heart,39,9,CXXXII,132,10
"To mourn for me since mourning doth thee grace,",47,9,CXXXII,132,11
And suit thy pity like in every part.,37,8,CXXXII,132,12
"Then will I swear beauty herself is black,",42,8,CXXXII,132,13
And all they foul that thy complexion lack.,43,8,CXXXII,132,14
CXXXIII,7,1,CXXXIII,133,0
Beshrew that heart that makes my heart to groan,47,9,CXXXIII,133,1
For that deep wound it gives my friend and me!,46,10,CXXXIII,133,2
"Is't not enough to torture me alone,",36,7,CXXXIII,133,3
But slave to slavery my sweet'st friend must be?,48,9,CXXXIII,133,4
"Me from myself thy cruel eye hath taken,",40,8,CXXXIII,133,5
And my next self thou harder hast engross'd:,44,8,CXXXIII,133,6
"Of him, myself, and thee I am forsaken;",39,8,CXXXIII,133,7
A torment thrice three-fold thus to be cross'd:,47,8,CXXXIII,133,8
"Prison my heart in thy steel bosom's ward,",42,8,CXXXIII,133,9
But then my friend's heart let my poor heart bail;,50,10,CXXXIII,133,10
"Whoe'er keeps me, let my heart be his guard;",44,9,CXXXIII,133,11
Thou canst not then use rigour in my jail:,42,9,CXXXIII,133,12
"And yet thou wilt; for I, being pent in thee,",45,10,CXXXIII,133,13
"Perforce am thine, and all that is in me.",41,9,CXXXIII,133,14
CXXXIV,6,1,CXXXIV,134,0
"So, now I have confess'd that he is thine,",42,9,CXXXIV,134,1
"And I my self am mortgag'd to thy will,",39,9,CXXXIV,134,2
"Myself I'll forfeit, so that other mine",39,7,CXXXIV,134,3
Thou wilt restore to be my comfort still:,41,8,CXXXIV,134,4
"But thou wilt not, nor he will not be free,",43,10,CXXXIV,134,5
"For thou art covetous, and he is kind;",38,8,CXXXIV,134,6
"He learn'd but surety-like to write for me,",43,8,CXXXIV,134,7
Under that bond that him as fast doth bind.,43,9,CXXXIV,134,8
"The statute of thy beauty thou wilt take,",41,8,CXXXIV,134,9
"Thou usurer, that putt'st forth all to use,",43,8,CXXXIV,134,10
And sue a friend came debtor for my sake;,41,9,CXXXIV,134,11
So him I lose through my unkind abuse.,38,8,CXXXIV,134,12
Him have I lost; thou hast both him and me:,43,10,CXXXIV,134,13
"He pays the whole, and yet am I not free.",41,10,CXXXIV,134,14
CXXXV,5,1,CXXXV,135,0
"Whoever hath her wish, thou hast thy 'Will,'",44,8,CXXXV,135,1
"And 'Will' to boot, and 'Will' in over-plus;",44,8,CXXXV,135,2
"More than enough am I that vex'd thee still,",44,9,CXXXV,135,3
To thy sweet will making addition thus.,39,7,CXXXV,135,4
"Wilt thou, whose will is large and spacious,",44,8,CXXXV,135,5
Not once vouchsafe to hide my will in thine?,44,9,CXXXV,135,6
"Shall will in others seem right gracious,",41,7,CXXXV,135,7
And in my will no fair acceptance shine?,40,8,CXXXV,135,8
"The sea, all water, yet receives rain still,",44,8,CXXXV,135,9
And in abundance addeth to his store;,37,7,CXXXV,135,10
"So thou, being rich in 'Will,' add to thy 'Will'",48,10,CXXXV,135,11
"One will of mine, to make thy large will more.",46,10,CXXXV,135,12
Let no unkind 'No' fair beseechers kill;,40,7,CXXXV,135,13
"Think all but one, and me in that one 'Will.'",45,10,CXXXV,135,14
CXXXVI,6,1,CXXXVI,136,0
"If thy soul check thee that I come so near,",43,10,CXXXVI,136,1
"Swear to thy blind soul that I was thy 'Will',",46,10,CXXXVI,136,2
"And will, thy soul knows, is admitted there;",44,8,CXXXVI,136,3
"Thus far for love, my love-suit, sweet, fulfil.",47,8,CXXXVI,136,4
"'Will', will fulfil the treasure of thy love,",45,8,CXXXVI,136,5
"Ay, fill it full with wills, and my will one.",45,10,CXXXVI,136,6
In things of great receipt with ease we prove,45,9,CXXXVI,136,7
Among a number one is reckon'd none:,36,7,CXXXVI,136,8
"Then in the number let me pass untold,",38,8,CXXXVI,136,9
Though in thy store's account I one must be;,44,9,CXXXVI,136,10
"For nothing hold me, so it please thee hold",43,9,CXXXVI,136,11
"That nothing me, a something sweet to thee:",43,8,CXXXVI,136,12
"Make but my name thy love, and love that still,",47,10,CXXXVI,136,13
And then thou lov'st me for my name is 'Will.',46,10,CXXXVI,136,14
CXXXVII,7,1,CXXXVII,137,0
"Thou blind fool, Love, what dost thou to mine eyes,",51,10,CXXXVII,137,1
"That they behold, and see not what they see?",44,9,CXXXVII,137,2
"They know what beauty is, see where it lies,",44,9,CXXXVII,137,3
Yet what the best is take the worst to be.,42,10,CXXXVII,137,4
"If eyes, corrupt by over-partial looks,",39,6,CXXXVII,137,5
"Be anchor'd in the bay where all men ride,",42,9,CXXXVII,137,6
"Why of eyes' falsehood hast thou forged hooks,",46,8,CXXXVII,137,7
Whereto the judgment of my heart is tied?,41,8,CXXXVII,137,8
"Why should my heart think that a several plot,",46,9,CXXXVII,137,9
Which my heart knows the wide world's common place?,51,9,CXXXVII,137,10
"Or mine eyes, seeing this, say this is not,",43,9,CXXXVII,137,11
To put fair truth upon so foul a face?,38,9,CXXXVII,137,12
"In things right true my heart and eyes have err'd,",50,10,CXXXVII,137,13
And to this false plague are they now transferr'd.,50,9,CXXXVII,137,14
CXXXVIII,8,1,CXXXVIII,138,0
"When my love swears that she is made of truth,",46,10,CXXXVIII,138,1
"I do believe her though I know she lies,",40,9,CXXXVIII,138,2
"That she might think me some untutor'd youth,",45,8,CXXXVIII,138,3
Unlearned in the world's false subtleties.,42,6,CXXXVIII,138,4
"Thus vainly thinking that she thinks me young,",46,8,CXXXVIII,138,5
"Although she knows my days are past the best,",45,9,CXXXVIII,138,6
Simply I credit her false-speaking tongue:,42,6,CXXXVIII,138,7
On both sides thus is simple truth suppressed:,46,8,CXXXVIII,138,8
But wherefore says she not she is unjust?,41,8,CXXXVIII,138,9
And wherefore say not I that I am old?,38,9,CXXXVIII,138,10
"O! love's best habit is in seeming trust,",41,8,CXXXVIII,138,11
"And age in love, loves not to have years told:",46,10,CXXXVIII,138,12
"Therefore I lie with her, and she with me,",42,9,CXXXVIII,138,13
And in our faults by lies we flatter'd be.,42,9,CXXXVIII,138,14
CXXXIX,6,1,CXXXIX,139,0
O! call not me to justify the wrong,35,8,CXXXIX,139,1
That thy unkindness lays upon my heart;,39,7,CXXXIX,139,2
"Wound me not with thine eye, but with thy tongue:",49,10,CXXXIX,139,3
"Use power with power, and slay me not by art,",45,10,CXXXIX,139,4
"Tell me thou lov'st elsewhere; but in my sight,",47,9,CXXXIX,139,5
"Dear heart, forbear to glance thine eye aside:",46,8,CXXXIX,139,6
"What need'st thou wound with cunning, when thy might",52,9,CXXXIX,139,7
Is more than my o'erpress'd defence can bide?,45,8,CXXXIX,139,8
Let me excuse thee: ah! my love well knows,42,9,CXXXIX,139,9
Her pretty looks have been mine enemies;,40,7,CXXXIX,139,10
"And therefore from my face she turns my foes,",45,9,CXXXIX,139,11
That they elsewhere might dart their injuries:,46,7,CXXXIX,139,12
"Yet do not so; but since I am near slain,",41,10,CXXXIX,139,13
"Kill me outright with looks, and rid my pain.",45,9,CXXXIX,139,14
CXL,3,1,CXL,140,0
Be wise as thou art cruel; do not press,39,9,CXL,140,1
My tongue-tied patience with too much disdain;,46,7,CXL,140,2
"Lest sorrow lend me words, and words express",44,8,CXL,140,3
The manner of my pity-wanting pain.,35,6,CXL,140,4
"If I might teach thee wit, better it were,",42,9,CXL,140,5
"Though not to love, yet, love to tell me so;--",46,10,CXL,140,6
"As testy sick men, when their deaths be near,",45,9,CXL,140,7
No news but health from their physicians know;--,48,8,CXL,140,8
"For, if I should despair, I should grow mad,",44,9,CXL,140,9
And in my madness might speak ill of thee;,42,9,CXL,140,10
"Now this ill-wresting world is grown so bad,",44,8,CXL,140,11
Mad slanderers by mad ears believed be.,39,7,CXL,140,12
"That I may not be so, nor thou belied,",38,9,CXL,140,13
"Bear thine eyes straight, though thy proud heart go wide.",57,10,CXL,140,14
CXLI,4,1,CXLI,141,0
"In faith I do not love thee with mine eyes,",43,10,CXLI,141,1
For they in thee a thousand errors note;,40,8,CXLI,141,2
"But 'tis my heart that loves what they despise,",47,9,CXLI,141,3
"Who, in despite of view, is pleased to dote.",44,9,CXLI,141,4
Nor are mine ears with thy tongue's tune delighted;,51,9,CXLI,141,5
"Nor tender feeling, to base touches prone,",42,7,CXLI,141,6
"Nor taste, nor smell, desire to be invited",42,8,CXLI,141,7
To any sensual feast with thee alone:,37,7,CXLI,141,8
But my five wits nor my five senses can,39,9,CXLI,141,9
"Dissuade one foolish heart from serving thee,",45,7,CXLI,141,10
"Who leaves unsway'd the likeness of a man,",42,8,CXLI,141,11
Thy proud heart's slave and vassal wretch to be:,48,9,CXLI,141,12
"Only my plague thus far I count my gain,",40,9,CXLI,141,13
That she that makes me sin awards me pain.,42,9,CXLI,141,14
CXLII,5,1,CXLII,142,0
"Love is my sin, and thy dear virtue hate,",41,9,CXLII,142,1
"Hate of my sin, grounded on sinful loving:",42,8,CXLII,142,2
"O! but with mine compare thou thine own state,",46,9,CXLII,142,3
And thou shalt find it merits not reproving;,44,8,CXLII,142,4
"Or, if it do, not from those lips of thine,",43,10,CXLII,142,5
That have profan'd their scarlet ornaments,42,6,CXLII,142,6
"And seal'd false bonds of love as oft as mine,",46,10,CXLII,142,7
Robb'd others' beds' revenues of their rents.,45,7,CXLII,142,8
"Be it lawful I love thee, as thou lov'st those",46,10,CXLII,142,9
Whom thine eyes woo as mine importune thee:,43,8,CXLII,142,10
"Root pity in thy heart, that, when it grows,",44,9,CXLII,142,11
Thy pity may deserve to pitied be.,34,7,CXLII,142,12
"If thou dost seek to have what thou dost hide,",46,10,CXLII,142,13
By self-example mayst thou be denied!,37,6,CXLII,142,14
CXLIII,6,1,CXLIII,143,0
"Lo, as a careful housewife runs to catch",40,8,CXLIII,143,1
"One of her feather'd creatures broke away,",42,7,CXLIII,143,2
"Sets down her babe, and makes all swift dispatch",48,9,CXLIII,143,3
In pursuit of the thing she would have stay;,44,9,CXLIII,143,4
"Whilst her neglected child holds her in chase,",46,8,CXLIII,143,5
Cries to catch her whose busy care is bent,42,9,CXLIII,143,6
"To follow that which flies before her face,",43,8,CXLIII,143,7
Not prizing her poor infant's discontent;,41,6,CXLIII,143,8
"So runn'st thou after that which flies from thee,",49,9,CXLIII,143,9
Whilst I thy babe chase thee afar behind;,41,8,CXLIII,143,10
"But if thou catch thy hope, turn back to me,",44,10,CXLIII,143,11
"And play the mother's part, kiss me, be kind;",45,9,CXLIII,143,12
"So will I pray that thou mayst have thy 'Will,'",47,10,CXLIII,143,13
If thou turn back and my loud crying still.,43,9,CXLIII,143,14
CXLIV,5,1,CXLIV,144,0
"Two loves I have of comfort and despair,",40,8,CXLIV,144,1
Which like two spirits do suggest me still:,43,8,CXLIV,144,2
"The better angel is a man right fair,",37,8,CXLIV,144,3
The worser spirit a woman colour'd ill.,39,7,CXLIV,144,4
"To win me soon to hell, my female evil,",39,9,CXLIV,144,5
"Tempteth my better angel from my side,",38,7,CXLIV,144,6
"And would corrupt my saint to be a devil,",41,9,CXLIV,144,7
Wooing his purity with her foul pride.,38,7,CXLIV,144,8
"And whether that my angel be turn'd fiend,",42,8,CXLIV,144,9
"Suspect I may, yet not directly tell;",37,7,CXLIV,144,10
"But being both from me, both to each friend,",44,9,CXLIV,144,11
I guess one angel in another's hell:,36,7,CXLIV,144,12
"Yet this shall I ne'er know, but live in doubt,",47,10,CXLIV,144,13
Till my bad angel fire my good one out.,39,9,CXLIV,144,14
CXLV,4,1,CXLV,145,0
"Those lips that Love's own hand did make,",41,8,CXLV,145,1
"Breathed forth the sound that said 'I hate',",44,8,CXLV,145,2
To me that languish'd for her sake:,35,7,CXLV,145,3
"But when she saw my woeful state,",33,7,CXLV,145,4
"Straight in her heart did mercy come,",37,7,CXLV,145,5
Chiding that tongue that ever sweet,35,6,CXLV,145,6
Was us'd in giving gentle doom;,31,6,CXLV,145,7
And taught it thus anew to greet;,33,7,CXLV,145,8
"'I hate' she alter'd with an end,",33,7,CXLV,145,9
"That followed it as gentle day,",31,6,CXLV,145,10
"Doth follow night, who like a fiend",35,7,CXLV,145,11
From heaven to hell is flown away.,34,7,CXLV,145,12
"'I hate', from hate away she threw,",35,7,CXLV,145,13
"And sav'd my life, saying 'not you'.",36,7,CXLV,145,14
CXLVI,5,1,CXLVI,146,0
"Poor soul, the centre of my sinful earth,",41,8,CXLVI,146,1
"My sinful earth these rebel powers array,",41,7,CXLVI,146,2
"Why dost thou pine within and suffer dearth,",44,8,CXLVI,146,3
Painting thy outward walls so costly gay?,41,7,CXLVI,146,4
"Why so large cost, having so short a lease,",43,9,CXLVI,146,5
Dost thou upon thy fading mansion spend?,40,7,CXLVI,146,6
"Shall worms, inheritors of this excess,",39,6,CXLVI,146,7
Eat up thy charge? Is this thy body's end?,42,9,CXLVI,146,8
"Then soul, live thou upon thy servant's loss,",45,8,CXLVI,146,9
And let that pine to aggravate thy store;,41,8,CXLVI,146,10
Buy terms divine in selling hours of dross;,43,8,CXLVI,146,11
"Within be fed, without be rich no more:",39,8,CXLVI,146,12
"So shall thou feed on Death, that feeds on men,",47,10,CXLVI,146,13
"And Death once dead, there's no more dying then.",48,9,CXLVI,146,14
CXLVII,6,1,CXLVII,147,0
"My love is as a fever longing still,",36,8,CXLVII,147,1
For that which longer nurseth the disease;,42,7,CXLVII,147,2
"Feeding on that which doth preserve the ill,",44,8,CXLVII,147,3
The uncertain sickly appetite to please.,40,6,CXLVII,147,4
"My reason, the physician to my love,",36,7,CXLVII,147,5
"Angry that his prescriptions are not kept,",42,7,CXLVII,147,6
"Hath left me, and I desperate now approve",41,8,CXLVII,147,7
"Desire is death, which physic did except.",41,7,CXLVII,147,8
"Past cure I am, now Reason is past care,",40,9,CXLVII,147,9
And frantic-mad with evermore unrest;,37,5,CXLVII,147,10
"My thoughts and my discourse as madmen's are,",45,8,CXLVII,147,11
At random from the truth vainly express'd;,42,7,CXLVII,147,12
"For I have sworn thee fair, and thought thee bright,",52,10,CXLVII,147,13
"Who art as black as hell, as dark as night.",43,10,CXLVII,147,14
CXLVIII,7,1,CXLVIII,148,0
"O me! what eyes hath Love put in my head,",41,10,CXLVIII,148,1
Which have no correspondence with true sight;,45,7,CXLVIII,148,2
"Or, if they have, where is my judgment fled,",44,9,CXLVIII,148,3
That censures falsely what they see aright?,43,7,CXLVIII,148,4
"If that be fair whereon my false eyes dote,",43,9,CXLVIII,148,5
What means the world to say it is not so?,41,10,CXLVIII,148,6
"If it be not, then love doth well denote",40,9,CXLVIII,148,7
"Love's eye is not so true as all men's: no,",43,10,CXLVIII,148,8
"How can it? O! how can Love's eye be true,",42,10,CXLVIII,148,9
That is so vexed with watching and with tears?,46,9,CXLVIII,148,10
"No marvel then, though I mistake my view;",41,8,CXLVIII,148,11
"The sun itself sees not, till heaven clears.",44,8,CXLVIII,148,12
"O cunning Love! with tears thou keep'st me blind,",49,9,CXLVIII,148,13
Lest eyes well-seeing thy foul faults should find.,50,8,CXLVIII,148,14
CXLIX,5,1,CXLIX,149,0
"Canst thou, O cruel! say I love thee not,",41,9,CXLIX,149,1
When I against myself with thee partake?,40,7,CXLIX,149,2
"Do I not think on thee, when I forgot",37,9,CXLIX,149,3
"Am of my self, all tyrant, for thy sake?",40,9,CXLIX,149,4
"Who hateth thee that I do call my friend,",41,9,CXLIX,149,5
"On whom frown'st thou that I do fawn upon,",42,9,CXLIX,149,6
"Nay, if thou lour'st on me, do I not spend",42,10,CXLIX,149,7
Revenge upon myself with present moan?,38,6,CXLIX,149,8
"What merit do I in my self respect,",35,8,CXLIX,149,9
"That is so proud thy service to despise,",40,8,CXLIX,149,10
"When all my best doth worship thy defect,",41,8,CXLIX,149,11
Commanded by the motion of thine eyes?,38,7,CXLIX,149,12
"But, love, hate on, for now I know thy mind;",44,10,CXLIX,149,13
"Those that can see thou lov'st, and I am blind.",47,10,CXLIX,149,14
CL,2,1,CL,150,0
"O! from what power hast thou this powerful might,",49,9,CL,150,1
With insufficiency my heart to sway?,36,6,CL,150,2
"To make me give the lie to my true sight,",41,10,CL,150,3
And swear that brightness doth not grace the day?,49,9,CL,150,4
"Whence hast thou this becoming of things ill,",45,8,CL,150,5
That in the very refuse of thy deeds,36,8,CL,150,6
"There is such strength and warrantise of skill,",47,8,CL,150,7
"That, in my mind, thy worst all best exceeds?",45,9,CL,150,8
"Who taught thee how to make me love thee more,",46,10,CL,150,9
The more I hear and see just cause of hate?,43,10,CL,150,10
"O! though I love what others do abhor,",38,8,CL,150,11
With others thou shouldst not abhor my state:,45,8,CL,150,12
"If thy unworthiness rais'd love in me,",38,7,CL,150,13
More worthy I to be belov'd of thee.,36,8,CL,150,14
CLI,3,1,CLI,151,0
"Love is too young to know what conscience is,",45,9,CLI,151,1
Yet who knows not conscience is born of love?,45,9,CLI,151,2
"Then, gentle cheater, urge not my amiss,",40,7,CLI,151,3
Lest guilty of my faults thy sweet self prove:,46,9,CLI,151,4
"For, thou betraying me, I do betray",35,7,CLI,151,5
My nobler part to my gross body's treason;,42,8,CLI,151,6
My soul doth tell my body that he may,37,9,CLI,151,7
"Triumph in love; flesh stays no farther reason,",47,8,CLI,151,8
"But rising at thy name doth point out thee,",43,9,CLI,151,9
"As his triumphant prize. Proud of this pride,",45,8,CLI,151,10
"He is contented thy poor drudge to be,",38,8,CLI,151,11
"To stand in thy affairs, fall by thy side.",42,9,CLI,151,12
No want of conscience hold it that I call,41,9,CLI,151,13
"Her 'love,' for whose dear love I rise and fall.",48,10,CLI,151,14
CLII,4,1,CLII,152,0
"In loving thee thou know'st I am forsworn,",42,8,CLII,152,1
"But thou art twice forsworn, to me love swearing;",49,9,CLII,152,2
"In act thy bed-vow broke, and new faith torn,",45,9,CLII,152,3
In vowing new hate after new love bearing:,42,8,CLII,152,4
"But why of two oaths' breach do I accuse thee,",46,10,CLII,152,5
When I break twenty? I am perjur'd most;,40,8,CLII,152,6
"For all my vows are oaths but to misuse thee,",45,10,CLII,152,7
And all my honest faith in thee is lost:,40,9,CLII,152,8
"For I have sworn deep oaths of thy deep kindness,",49,10,CLII,152,9
"Oaths of thy love, thy truth, thy constancy;",44,8,CLII,152,10
"And, to enlighten thee, gave eyes to blindness,",47,8,CLII,152,11
Or made them swear against the thing they see;,46,9,CLII,152,12
"For I have sworn thee fair; more perjur'd I,",44,9,CLII,152,13
To swear against the truth so foul a lie!,41,9,CLII,152,14
CLIII,5,1,CLIII,153,0
Cupid laid by his brand and fell asleep:,40,8,CLIII,153,1
"A maid of Dian's this advantage found,",38,7,CLIII,153,2
And his love-kindling fire did quickly steep,44,7,CLIII,153,3
In a cold valley-fountain of that ground;,41,7,CLIII,153,4
"Which borrow'd from this holy fire of Love,",43,8,CLIII,153,5
"A dateless lively heat, still to endure,",40,7,CLIII,153,6
"And grew a seeting bath, which yet men prove",44,9,CLIII,153,7
Against strange maladies a sovereign cure.,42,6,CLIII,153,8
"But at my mistress' eye Love's brand new-fired,",47,8,CLIII,153,9
The boy for trial needs would touch my breast;,46,9,CLIII,153,10
"I, sick withal, the help of bath desired,",41,8,CLIII,153,11
"And thither hied, a sad distemper'd guest,",42,7,CLIII,153,12
"But found no cure, the bath for my help lies",44,10,CLIII,153,13
Where Cupid got new fire; my mistress' eyes.,44,8,CLIII,153,14
CLIV,4,1,CLIV,154,0
"The little Love-god lying once asleep,",38,6,CLIV,154,1
"Laid by his side his heart-inflaming brand,",43,7,CLIV,154,2
Whilst many nymphs that vow'd chaste life to keep,49,9,CLIV,154,3
Came tripping by; but in her maiden hand,40,8,CLIV,154,4
The fairest votary took up that fire,36,7,CLIV,154,5
Which many legions of true hearts had warm'd;,45,8,CLIV,154,6
And so the general of hot desire,32,7,CLIV,154,7
"Was, sleeping, by a virgin hand disarm'd.",41,7,CLIV,154,8
"This brand she quenched in a cool well by,",42,9,CLIV,154,9
"Which from Love's fire took heat perpetual,",43,7,CLIV,154,10
"Growing a bath and healthful remedy,",36,6,CLIV,154,11
"For men diseas'd; but I, my mistress' thrall,",45,8,CLIV,154,12
"Came there for cure and this by that I prove,",45,10,CLIV,154,13
"Love's fire heats water, water cools not love.",46,8,CLIV,154,14
